Symbol,Side,Qty,Fill Price,Commission,Closing Time,Status
ETHUSDT,Buy,1,3056.54,0.46,2025-05-30T05:55:00.000Z,Filled
META,Sell,60,559.59,0.3,2025-05-30T14:55:00.000Z,Filled
MSFT,Buy,25,423.24,0.25,2025-05-30T16:47:00.000Z,Filled
MSFT,Buy,25,422.77,0.25,2025-05-30T16:48:36.000Z,Filled
MSFT,Sell,50,420.88,0.25,2025-05-30T16:55:00.000Z,Filled
META,Buy,60,561.28,0.3,2025-05-30T17:15:00.000Z,Filled
BTCUSDT,Buy,0.05,85671.64,0.64,2025-06-01T10:40:00.000Z,Filled
META,Sell,45,544.35,0.25,2025-06-02T17:36:00.000Z,Filled
META,Buy,22.5,538.35,0.25,2025-06-02T18:21:00.000Z,Filled
META,Buy,22.5,535.12,0.25,2025-06-02T18:51:00.000Z,Filled
BTCUSDT,Buy,0.05,88121.18,0.66,2025-06-03T08:20:00.000Z,Filled
BTCUSDT,Buy,0.05,88337.87,0.66,2025-06-03T08:20:36.000Z,Filled
BTCUSDT,Sell,0.05,88825.41,0.66,2025-06-03T08:21:48.000Z,Filled
BTCUSDT,Sell,0.05,89204.61,0.66,2025-06-03T08:23:00.000Z,Filled
NVDA,Buy,60,128.82,0.3,2025-06-04T14:10:00.000Z,Filled
NVDA,Sell,30,128.27,0.25,2025-06-04T14:14:48.000Z,Filled
NVDA,Sell,30,127.98,0.25,2025-06-04T14:18:00.000Z,Filled
META,Buy,7.5,564.24,0.25,2025-06-04T17:01:00.000Z,Filled
META,Buy,7.5,566.05,0.25,2025-06-04T17:04:00.000Z,Filled
META,Sell,15,573.3,0.25,2025-06-04T17:16:00.000Z,Filled
ETHUSDT,Sell,3,3095.52,1.39,2025-06-04T19:19:00.000Z,Filled
ETHUSDT,Buy,3,3053.23,1.39,2025-06-04T19:54:00.000Z,Filled
ETHUSDT,Buy,3,2968.14,1.34,2025-06-05T07:22:00.000Z,Filled
ETHUSDT,Sell,1.5,2977.62,0.67,2025-06-05T07:26:48.000Z,Filled
ETHUSDT,Sell,1.5,2982.72,0.67,2025-06-05T07:30:00.000Z,Filled
NVDA,Buy,120,128.54,0.6,2025-06-05T17:20:00.000Z,Filled
NVDA,Sell,120,129.18,0.6,2025-06-05T17:23:00.000Z,Filled
TSLA,Sell,45,264.18,0.25,2025-06-06T14:38:00.000Z,Filled
TSLA,Sell,45,264.45,0.25,2025-06-06T14:45:00.000Z,Filled
TSLA,Buy,45,265.06,0.25,2025-06-06T14:59:00.000Z,Filled
TSLA,Buy,45,265.54,0.25,2025-06-06T15:13:00.000Z,Filled
MSFT,Buy,12.5,393.39,0.25,2025-06-06T16:29:00.000Z,Filled
MSFT,Buy,12.5,393.76,0.25,2025-06-06T16:30:36.000Z,Filled
MSFT,Sell,12.5,394.61,0.25,2025-06-06T16:33:48.000Z,Filled
MSFT,Sell,12.5,395.26,0.25,2025-06-06T16:37:00.000Z,Filled
SOLUSDT,Sell,30,162.05,0.73,2025-06-08T10:49:00.000Z,Filled
SOLUSDT,Sell,30,161.52,0.73,2025-06-08T10:52:00.000Z,Filled
SOLUSDT,Buy,30,160.32,0.73,2025-06-08T10:58:00.000Z,Filled
SOLUSDT,Buy,30,159.39,0.73,2025-06-08T11:04:00.000Z,Filled
META,Sell,45,574.29,0.25,2025-06-09T14:40:00.000Z,Filled
AMD,Sell,75,140.07,0.38,2025-06-09T16:52:00.000Z,Filled
AMD,Sell,75,139.67,0.38,2025-06-09T17:07:00.000Z,Filled
AMD,Buy,150,138.06,0.75,2025-06-09T18:07:00.000Z,Filled
TSLA,Buy,90,260.28,0.45,2025-06-10T17:47:00.000Z,Filled
TSLA,Sell,90,259.03,0.45,2025-06-10T17:55:00.000Z,Filled
MSFT,Buy,75,424.01,0.38,2025-06-11T15:49:00.000Z,Filled
MSFT,Sell,75,429.16,0.38,2025-06-11T15:52:00.000Z,Filled
ETHUSDT,Buy,2,3063.89,0.92,2025-06-11T17:57:00.000Z,Filled
AMD,Buy,50,142.16,0.25,2025-06-11T18:12:00.000Z,Filled
ETHUSDT,Sell,1,3045.01,0.46,2025-06-11T19:21:00.000Z,Filled
AMD,Sell,50,142.64,0.25,2025-06-11T19:27:00.000Z,Filled
ETHUSDT,Sell,1,3034.84,0.46,2025-06-11T20:17:00.000Z,Filled
SOLUSDT,Buy,15,154.55,0.35,2025-06-12T19:06:00.000Z,Filled
SOLUSDT,Sell,15,156.71,0.35,2025-06-12T19:14:00.000Z,Filled
AMZN,Sell,75,188.45,0.38,2025-06-13T13:44:00.000Z,Filled
AMZN,Sell,75,188.76,0.38,2025-06-13T13:44:36.000Z,Filled
AMZN,Buy,150,190.02,0.75,2025-06-13T13:47:00.000Z,Filled
ETHUSDT,Buy,2,3128.68,0.94,2025-06-14T08:46:00.000Z,Filled
ETHUSDT,Sell,2,3144.35,0.94,2025-06-14T08:49:00.000Z,Filled
AAPL,Buy,100,209.71,0.5,2025-06-16T14:53:00.000Z,Filled
AAPL,Buy,100,209.88,0.5,2025-06-16T15:21:00.000Z,Filled
AAPL,Sell,200,210.55,1,2025-06-16T17:13:00.000Z,Filled
META,Buy,45,577.99,0.25,2025-06-17T14:35:00.000Z,Filled
AMD,Buy,150,139.08,0.75,2025-06-17T17:25:00.000Z,Filled
AMD,Sell,75,138.55,0.38,2025-06-17T17:46:00.000Z,Filled
AMD,Sell,75,138.26,0.38,2025-06-17T18:00:00.000Z,Filled
QQQ,Sell,20,468.44,0.25,2025-06-17T18:09:00.000Z,Filled
ETHUSDT,Sell,2,3109.76,0.93,2025-06-18T08:43:00.000Z,Filled
ETHUSDT,Buy,1,3102.19,0.47,2025-06-18T09:28:00.000Z,Filled
ETHUSDT,Buy,1,3098.11,0.47,2025-06-18T09:58:00.000Z,Filled
AAPL,Sell,100,202.31,0.5,2025-06-18T14:16:00.000Z,Filled
AAPL,Sell,100,201.86,0.5,2025-06-18T14:31:00.000Z,Filled
AAPL,Buy,100,200.84,0.5,2025-06-18T15:01:00.000Z,Filled
AAPL,Buy,100,200.05,0.5,2025-06-18T15:31:00.000Z,Filled
MSFT,Sell,75,406.33,0.75,2025-06-18T18:04:00.000Z,Filled
MSFT,Buy,75,406.31,0.75,2025-06-18T18:19:00.000Z,Filled
BTCUSDT,Buy,0.15,90456.32,2.04,2025-06-19T00:31:00.000Z,Filled
BTCUSDT,Sell,0.15,91618.32,2.04,2025-06-19T01:06:00.000Z,Filled
AMD,Buy,150,147.47,0.75,2025-06-20T14:34:00.000Z,Filled
QQQ,Buy,20,470.95,0.25,2025-06-20T14:41:00.000Z,Filled
AMD,Sell,150,146.6,0.75,2025-06-20T15:49:00.000Z,Filled
AMD,Sell,50,142.88,0.25,2025-06-20T15:51:00.000Z,Filled
AMD,Buy,25,143.89,0.25,2025-06-20T15:55:48.000Z,Filled
AMD,Buy,25,144.43,0.25,2025-06-20T15:59:00.000Z,Filled
NVDA,Sell,90,123.19,0.45,2025-06-20T16:15:00.000Z,Filled
NVDA,Sell,90,123.4,0.45,2025-06-20T16:15:36.000Z,Filled
NVDA,Buy,180,124.25,0.9,2025-06-20T16:18:00.000Z,Filled
ETHUSDT,Sell,0.5,3013.58,0.25,2025-06-21T04:15:00.000Z,Filled
ETHUSDT,Sell,0.5,3003.96,0.25,2025-06-21T04:16:36.000Z,Filled
ETHUSDT,Buy,1,2965.5,0.45,2025-06-21T04:23:00.000Z,Filled
ETHUSDT,Buy,2,3002.39,0.9,2025-06-22T01:49:00.000Z,Filled
ETHUSDT,Buy,2,3009.4,0.9,2025-06-22T02:04:00.000Z,Filled
ETHUSDT,Sell,2,3025.17,0.9,2025-06-22T02:34:00.000Z,Filled
ETHUSDT,Sell,2,3037.43,0.9,2025-06-22T03:04:00.000Z,Filled
BTCUSDT,Buy,0.1,87764.08,1.32,2025-06-24T01:57:00.000Z,Filled
SOLUSDT,Sell,60,160.18,1.44,2025-06-24T04:10:00.000Z,Filled
SOLUSDT,Buy,60,159.61,1.44,2025-06-24T04:13:00.000Z,Filled
IWM,Sell,160,212.22,0.8,2025-06-24T13:44:00.000Z,Filled
IWM,Buy,80,210.23,0.4,2025-06-24T14:05:00.000Z,Filled
IWM,Buy,80,209.16,0.4,2025-06-24T14:19:00.000Z,Filled
SPY,Sell,20,548.82,0.25,2025-06-24T17:40:00.000Z,Filled
SPY,Buy,10,545.82,0.25,2025-06-24T18:01:00.000Z,Filled
SPY,Buy,10,544.21,0.25,2025-06-24T18:15:00.000Z,Filled
SOLUSDT,Sell,30,157.27,0.71,2025-06-25T02:29:00.000Z,Filled
QQQ,Sell,80,462.09,0.4,2025-06-25T15:44:00.000Z,Filled
QQQ,Buy,40,460.04,0.25,2025-06-25T16:29:00.000Z,Filled
QQQ,Buy,40,458.93,0.25,2025-06-25T16:59:00.000Z,Filled
AMD,Buy,100,147.96,0.5,2025-06-26T15:53:00.000Z,Filled
AMD,Sell,50,149.27,0.25,2025-06-26T16:38:00.000Z,Filled
AMD,Sell,50,149.98,0.25,2025-06-26T17:08:00.000Z,Filled
BTCUSDT,Sell,0.1,88518.25,1.32,2025-06-27T01:57:00.000Z,Filled
SPY,Buy,40,561.06,0.25,2025-06-27T17:10:00.000Z,Filled
SPY,Buy,40,559.85,0.25,2025-06-27T17:10:36.000Z,Filled
SPY,Sell,40,557.14,0.25,2025-06-27T17:11:48.000Z,Filled
SPY,Sell,40,555.03,0.25,2025-06-27T17:13:00.000Z,Filled
AAPL,Buy,50,203.27,0.25,2025-07-01T16:35:00.000Z,Filled
AAPL,Sell,50,201.46,0.25,2025-07-01T17:10:00.000Z,Filled
TSLA,Sell,30,275.2,0.25,2025-07-01T17:18:00.000Z,Filled
TSLA,Buy,15,274.66,0.25,2025-07-01T17:19:48.000Z,Filled
TSLA,Buy,15,274.36,0.25,2025-07-01T17:21:00.000Z,Filled
IWM,Sell,40,210.45,0.25,2025-07-01T17:40:00.000Z,Filled
IWM,Sell,40,209.94,0.25,2025-07-01T17:41:36.000Z,Filled
IWM,Buy,40,208.79,0.25,2025-07-01T17:44:48.000Z,Filled
IWM,Buy,40,207.89,0.25,2025-07-01T17:48:00.000Z,Filled
SPY,Sell,30,544.1,0.25,2025-07-02T18:03:00.000Z,Filled
SPY,Sell,30,542.3,0.25,2025-07-02T18:18:00.000Z,Filled
SPY,Buy,60,535.08,0.3,2025-07-02T19:18:00.000Z,Filled
SOLUSDT,Buy,30,157.65,0.71,2025-07-03T02:29:00.000Z,Filled
AMD,Buy,100,149.06,0.5,2025-07-03T15:00:00.000Z,Filled
AMD,Buy,100,149.49,0.5,2025-07-03T15:23:00.000Z,Filled
AMD,Sell,200,151.19,1,2025-07-03T16:55:00.000Z,Filled
BTCUSDT,Buy,0.1,85460.41,1.28,2025-07-04T17:39:00.000Z,Filled
BTCUSDT,Buy,0.1,85585.01,1.28,2025-07-04T17:54:00.000Z,Filled
BTCUSDT,Sell,0.2,86083.42,2.56,2025-07-04T18:54:00.000Z,Filled
BTCUSDT,Buy,0.2,85591.6,2.57,2025-07-06T05:22:00.000Z,Filled
BTCUSDT,Sell,0.1,86013.83,1.28,2025-07-06T05:31:00.000Z,Filled
BTCUSDT,Sell,0.1,86241.19,1.28,2025-07-06T05:37:00.000Z,Filled
AMD,Buy,75,142.54,0.38,2025-07-07T18:06:00.000Z,Filled
AMD,Buy,75,143,0.38,2025-07-07T18:27:48.000Z,Filled
AMD,Sell,150,144.86,0.75,2025-07-07T19:55:00.000Z,Filled
TSLA,Buy,90,277.16,0.45,2025-07-08T15:08:00.000Z,Filled
MSFT,Sell,100,407.66,0.5,2025-07-10T16:55:00.000Z,Filled
MSFT,Buy,100,410,0.5,2025-07-10T16:58:00.000Z,Filled
NVDA,Buy,180,126.72,0.9,2025-07-11T16:52:00.000Z,Filled
NVDA,Sell,180,125.81,0.9,2025-07-11T18:07:00.000Z,Filled
BTCUSDT,Sell,0.1,88830.91,1.33,2025-07-12T03:50:00.000Z,Filled
BTCUSDT,Buy,0.05,88488.97,0.67,2025-07-12T03:59:00.000Z,Filled
BTCUSDT,Buy,0.05,88304.84,0.67,2025-07-12T04:05:00.000Z,Filled
ETHUSDT,Sell,2,3121.77,0.94,2025-07-13T18:42:00.000Z,Filled
QQQ,Sell,10,501.61,0.25,2025-07-14T14:17:00.000Z,Filled
QQQ,Sell,10,501.08,0.25,2025-07-14T14:24:00.000Z,Filled
QQQ,Buy,20,498.96,0.25,2025-07-14T14:52:00.000Z,Filled
BTCUSDT,Buy,0.05,92485.3,0.69,2025-07-15T15:22:00.000Z,Filled
BTCUSDT,Buy,0.05,92665.14,0.69,2025-07-15T15:25:00.000Z,Filled
BTCUSDT,Sell,0.05,93069.79,0.69,2025-07-15T15:31:00.000Z,Filled
BTCUSDT,Sell,0.05,93384.52,0.69,2025-07-15T15:37:00.000Z,Filled
TSLA,Sell,90,278.61,0.45,2025-07-16T14:56:00.000Z,Filled
AMD,Sell,50,142.79,0.25,2025-07-16T16:41:00.000Z,Filled
MSFT,Sell,75,406.8,0.38,2025-07-16T16:45:00.000Z,Filled
AMZN,Buy,100,198.9,0.5,2025-07-16T17:30:00.000Z,Filled
AMZN,Sell,100,200.64,0.5,2025-07-16T18:05:00.000Z,Filled
MSFT,Buy,75,404.74,0.38,2025-07-16T19:05:00.000Z,Filled
AMZN,Buy,100,190.48,0.5,2025-07-17T13:42:00.000Z,Filled
AMZN,Buy,100,190.98,0.5,2025-07-17T14:10:00.000Z,Filled
AMZN,Sell,200,192.97,1,2025-07-17T16:02:00.000Z,Filled
AAPL,Buy,150,205.3,0.75,2025-07-17T17:44:00.000Z,Filled
IWM,Buy,60,219.58,0.3,2025-07-17T18:18:00.000Z,Filled
IWM,Buy,60,219.23,0.3,2025-07-17T18:21:00.000Z,Filled
IWM,Sell,120,217.83,0.6,2025-07-17T18:33:00.000Z,Filled
AAPL,Sell,150,207.67,0.75,2025-07-17T18:59:00.000Z,Filled
AAPL,Sell,100,198.78,0.5,2025-07-18T13:50:00.000Z,Filled
AAPL,Buy,50,200.04,0.25,2025-07-18T14:35:00.000Z,Filled
AAPL,Buy,50,200.72,0.25,2025-07-18T15:05:00.000Z,Filled
ETHUSDT,Buy,2,3151.49,0.94,2025-07-18T18:42:00.000Z,Filled
SOLUSDT,Buy,45,157.99,1.07,2025-07-20T03:00:00.000Z,Filled
SOLUSDT,Sell,45,158.59,1.07,2025-07-20T03:08:00.000Z,Filled
IWM,Sell,60,216.59,0.3,2025-07-21T14:13:00.000Z,Filled
IWM,Sell,60,216.34,0.3,2025-07-21T14:14:36.000Z,Filled
IWM,Buy,120,215.32,0.6,2025-07-21T14:21:00.000Z,Filled
AMD,Buy,50,141.39,0.25,2025-07-21T15:43:00.000Z,Filled
BTCUSDT,Sell,0.2,90989.49,2.73,2025-07-22T07:06:00.000Z,Filled
BTCUSDT,Buy,0.1,90559.97,1.36,2025-07-22T07:10:48.000Z,Filled
BTCUSDT,Buy,0.1,90328.7,1.36,2025-07-22T07:14:00.000Z,Filled
SPY,Buy,40,539.72,0.25,2025-07-23T17:20:00.000Z,Filled
SPY,Sell,20,536.45,0.25,2025-07-23T17:41:00.000Z,Filled
SPY,Sell,20,534.69,0.25,2025-07-23T17:55:00.000Z,Filled
AMD,Buy,200,141.49,1,2025-07-24T13:59:00.000Z,Filled
AMD,Sell,200,142.6,1,2025-07-24T14:14:00.000Z,Filled
AAPL,Sell,75,213.13,0.38,2025-07-24T14:26:00.000Z,Filled
AAPL,Sell,75,212.88,0.38,2025-07-24T14:26:36.000Z,Filled
AAPL,Buy,150,211.9,0.75,2025-07-24T14:29:00.000Z,Filled
QQQ,Sell,20,500.2,0.25,2025-07-24T17:02:00.000Z,Filled
QQQ,Buy,20,498.12,0.25,2025-07-24T17:17:00.000Z,Filled
IWM,Buy,40,218.15,0.25,2025-07-25T15:35:00.000Z,Filled
IWM,Buy,40,218.38,0.25,2025-07-25T15:35:36.000Z,Filled
IWM,Sell,80,219.28,0.4,2025-07-25T15:38:00.000Z,Filled
ETHUSDT,Sell,1,3197.32,0.48,2025-07-26T17:12:00.000Z,Filled
ETHUSDT,Buy,1,3156.84,0.48,2025-07-26T17:20:00.000Z,Filled
IWM,Buy,80,212.52,0.4,2025-07-28T17:30:00.000Z,Filled
IWM,Sell,80,213.34,0.4,2025-07-28T17:45:00.000Z,Filled
BTCUSDT,Sell,0.05,88788.58,0.67,2025-07-29T14:56:00.000Z,Filled
ETHUSDT,Buy,4,3034.55,1.82,2025-07-30T09:07:00.000Z,Filled
ETHUSDT,Sell,4,3048.6,1.82,2025-07-30T09:15:00.000Z,Filled
IWM,Buy,60,212.94,0.3,2025-07-30T14:27:00.000Z,Filled
IWM,Buy,60,213.27,0.3,2025-07-30T14:34:00.000Z,Filled
IWM,Sell,60,214.01,0.3,2025-07-30T14:48:00.000Z,Filled
IWM,Sell,60,214.58,0.3,2025-07-30T15:02:00.000Z,Filled
AMZN,Buy,100,203.36,0.5,2025-07-30T15:40:00.000Z,Filled
AMZN,Sell,50,202.05,0.25,2025-07-30T15:49:00.000Z,Filled
AMZN,Sell,50,201.35,0.25,2025-07-30T15:55:00.000Z,Filled
ETHUSDT,Sell,4,3221.62,1.93,2025-07-31T13:16:00.000Z,Filled
SOLUSDT,Sell,22.5,155.79,0.53,2025-08-01T17:39:00.000Z,Filled
SOLUSDT,Sell,22.5,155.4,0.53,2025-08-01T18:07:00.000Z,Filled
SOLUSDT,Buy,45,153.85,1.05,2025-08-01T19:59:00.000Z,Filled
ETHUSDT,Buy,4,3206.7,1.93,2025-08-02T13:16:00.000Z,Filled
ETHUSDT,Buy,4,3084.05,1.85,2025-08-02T13:53:00.000Z,Filled
ETHUSDT,Sell,2,3112.23,0.93,2025-08-02T13:54:48.000Z,Filled
ETHUSDT,Sell,2,3127.41,0.93,2025-08-02T13:56:00.000Z,Filled
ETHUSDT,Sell,1,3113.2,0.47,2025-08-04T13:36:00.000Z,Filled
SPY,Sell,80,537.06,0.4,2025-08-04T15:11:00.000Z,Filled
SPY,Buy,80,540.57,0.4,2025-08-04T15:19:00.000Z,Filled
ETHUSDT,Buy,1,3141.64,0.47,2025-08-04T15:56:00.000Z,Filled
QQQ,Buy,20,495.29,0.2,2025-08-04T17:35:00.000Z,Filled
QQQ,Sell,20,495.31,0.2,2025-08-04T19:55:00.000Z,Filled
IWM,Sell,160,218.72,0.8,2025-08-05T16:33:00.000Z,Filled
TSLA,Sell,30,265.28,0.25,2025-08-05T17:02:00.000Z,Filled
NVDA,Sell,180,131.85,0.9,2025-08-05T17:06:00.000Z,Filled
IWM,Buy,160,215.51,0.8,2025-08-05T17:08:00.000Z,Filled
TSLA,Buy,30,267.04,0.25,2025-08-05T17:10:00.000Z,Filled
AAPL,Sell,100,203.05,1,2025-08-05T17:11:00.000Z,Filled
AAPL,Buy,100,203.03,1,2025-08-05T17:19:00.000Z,Filled
BTCUSDT,Buy,0.05,87500.43,0.67,2025-08-06T14:56:00.000Z,Filled
TSLA,Sell,90,274.9,0.45,2025-08-06T16:02:00.000Z,Filled
TSLA,Buy,90,273.59,0.45,2025-08-06T16:05:00.000Z,Filled
QQQ,Buy,60,482.76,0.3,2025-08-06T17:01:00.000Z,Filled
QQQ,Sell,30,485.35,0.25,2025-08-06T17:10:00.000Z,Filled
QQQ,Sell,30,486.75,0.25,2025-08-06T17:16:00.000Z,Filled
IWM,Buy,120,209.12,0.6,2025-08-06T18:03:00.000Z,Filled
IWM,Sell,60,207.86,0.3,2025-08-06T19:10:12.000Z,Filled
IWM,Sell,60,207.17,0.3,2025-08-06T19:55:00.000Z,Filled
AMD,Sell,50,144.57,0.25,2025-08-07T17:44:00.000Z,Filled
AMD,Buy,50,146.13,0.25,2025-08-07T19:55:00.000Z,Filled
NVDA,Buy,180,129.68,0.9,2025-08-08T14:13:00.000Z,Filled
META,Sell,15,545.67,0.25,2025-08-08T17:16:00.000Z,Filled
META,Buy,7.5,547.26,0.25,2025-08-08T17:25:00.000Z,Filled
META,Buy,7.5,548.12,0.25,2025-08-08T17:31:00.000Z,Filled
NVDA,Buy,60,127.07,0.3,2025-08-11T14:10:00.000Z,Filled
NVDA,Sell,30,126.4,0.25,2025-08-11T14:11:48.000Z,Filled
NVDA,Sell,30,126.03,0.25,2025-08-11T14:13:00.000Z,Filled
MSFT,Buy,25,414.11,0.25,2025-08-11T16:34:00.000Z,Filled
MSFT,Sell,12.5,412.99,0.25,2025-08-11T16:55:00.000Z,Filled
MSFT,Sell,12.5,412.39,0.25,2025-08-11T17:09:00.000Z,Filled
SPY,Sell,40,579.42,0.25,2025-08-12T16:02:00.000Z,Filled
NVDA,Buy,60,130.89,0.3,2025-08-12T16:09:00.000Z,Filled
NVDA,Sell,60,131.79,0.3,2025-08-12T16:12:00.000Z,Filled
SPY,Buy,40,573.58,0.25,2025-08-12T16:37:00.000Z,Filled
TSLA,Sell,30,274.04,0.25,2025-08-12T17:33:00.000Z,Filled
TSLA,Sell,30,274.48,0.25,2025-08-12T17:48:00.000Z,Filled
TSLA,Buy,60,276.23,0.3,2025-08-12T18:48:00.000Z,Filled
AAPL,Buy,100,203.6,0.5,2025-08-13T15:31:00.000Z,Filled
AAPL,Sell,100,202.13,0.5,2025-08-13T15:34:00.000Z,Filled
AMD,Buy,50,147.73,0.25,2025-08-13T17:14:00.000Z,Filled
NVDA,Buy,180,128.23,0.9,2025-08-13T17:32:00.000Z,Filled
AMD,Sell,25,148.52,0.25,2025-08-13T17:35:00.000Z,Filled
AMD,Sell,25,148.94,0.25,2025-08-13T17:49:00.000Z,Filled
NVDA,Sell,180,129.36,0.9,2025-08-13T18:47:00.000Z,Filled
MSFT,Buy,50,411.61,0.25,2025-08-14T15:50:00.000Z,Filled
SPY,Sell,40,573.63,0.25,2025-08-14T18:09:00.000Z,Filled
SPY,Sell,40,574.58,0.25,2025-08-14T18:12:00.000Z,Filled
SPY,Buy,40,576.72,0.25,2025-08-14T18:18:00.000Z,Filled
SPY,Buy,40,578.39,0.25,2025-08-14T18:24:00.000Z,Filled
BTCUSDT,Buy,0.15,89415.52,2.01,2025-08-15T03:47:00.000Z,Filled
BTCUSDT,Sell,0.15,90899.71,2.01,2025-08-15T06:07:00.000Z,Filled
AMD,Buy,25,149.05,0.25,2025-08-15T14:22:00.000Z,Filled
AMD,Buy,25,148.83,0.25,2025-08-15T14:22:36.000Z,Filled
AMD,Sell,50,147.94,0.25,2025-08-15T14:25:00.000Z,Filled
AMZN,Buy,200,195.94,1,2025-08-15T15:53:00.000Z,Filled
MSFT,Sell,50,414.93,0.25,2025-08-15T15:57:00.000Z,Filled
AMZN,Sell,100,195.61,0.5,2025-08-15T16:14:00.000Z,Filled
AMZN,Sell,100,195.44,0.5,2025-08-15T16:28:00.000Z,Filled
SPY,Sell,60,544.64,0.3,2025-08-15T16:33:00.000Z,Filled
SPY,Buy,60,536.37,0.3,2025-08-15T18:53:00.000Z,Filled
ETHUSDT,Buy,2,3047.28,0.91,2025-08-16T01:18:00.000Z,Filled
ETHUSDT,Sell,2,3020.93,0.91,2025-08-16T01:26:00.000Z,Filled
BTCUSDT,Sell,0.1,91333.12,1.37,2025-08-17T12:24:00.000Z,Filled
BTCUSDT,Buy,0.1,91528.24,1.37,2025-08-17T14:44:00.000Z,Filled
META,Buy,45,589.42,0.25,2025-08-18T15:17:00.000Z,Filled
META,Sell,45,583.97,0.25,2025-08-18T15:20:00.000Z,Filled
SOLUSDT,Buy,30,167.65,0.75,2025-08-19T08:56:00.000Z,Filled
SOLUSDT,Buy,30,167.81,0.75,2025-08-19T09:24:00.000Z,Filled
SOLUSDT,Sell,30,168.18,0.75,2025-08-19T10:20:00.000Z,Filled
SOLUSDT,Sell,30,168.46,0.75,2025-08-19T11:16:00.000Z,Filled
IWM,Buy,120,221.03,0.6,2025-08-19T15:28:00.000Z,Filled
IWM,Sell,60,219.79,0.3,2025-08-19T16:13:00.000Z,Filled
META,Buy,45,556.06,0.25,2025-08-19T16:27:00.000Z,Filled
IWM,Sell,60,219.12,0.3,2025-08-19T16:43:00.000Z,Filled
META,Sell,22.5,560.96,0.25,2025-08-19T16:48:00.000Z,Filled
META,Sell,22.5,563.6,0.25,2025-08-19T17:02:00.000Z,Filled
AMD,Buy,25,147.1,0.25,2025-08-20T15:50:00.000Z,Filled
AMD,Buy,25,147.2,0.25,2025-08-20T15:51:36.000Z,Filled
AMD,Sell,50,147.59,0.25,2025-08-20T15:58:00.000Z,Filled
META,Buy,60,573.91,0.3,2025-08-20T17:23:00.000Z,Filled
META,Sell,30,572.31,0.25,2025-08-20T17:32:00.000Z,Filled
META,Sell,30,571.44,0.25,2025-08-20T17:38:00.000Z,Filled
AMD,Sell,100,150.36,0.5,2025-08-22T16:35:00.000Z,Filled
AMD,Sell,100,150.2,0.5,2025-08-22T16:38:00.000Z,Filled
QQQ,Sell,20,485.26,0.25,2025-08-22T16:40:00.000Z,Filled
AMD,Buy,100,149.83,0.5,2025-08-22T16:44:00.000Z,Filled
AMD,Buy,100,149.55,0.5,2025-08-22T16:50:00.000Z,Filled
QQQ,Buy,20,479.62,0.25,2025-08-22T16:55:00.000Z,Filled
ETHUSDT,Sell,0.5,3077.48,0.25,2025-08-23T19:36:00.000Z,Filled
ETHUSDT,Sell,0.5,3083.32,0.25,2025-08-23T19:51:00.000Z,Filled
ETHUSDT,Buy,1,3106.69,0.46,2025-08-23T20:51:00.000Z,Filled
SOLUSDT,Buy,60,164.53,1.48,2025-08-24T11:24:00.000Z,Filled
SOLUSDT,Sell,30,165.83,0.74,2025-08-24T11:28:48.000Z,Filled
SOLUSDT,Sell,30,166.53,0.74,2025-08-24T11:32:00.000Z,Filled
BTCUSDT,Buy,0.05,89395.48,0.0005,2025-08-27T03:17:00.000Z,Filled
BTCUSDT,Sell,0.05,89395.5,0.0005,2025-08-27T03:20:00.000Z,Filled
AAPL,Buy,200,205.79,1,2025-08-27T15:18:00.000Z,Filled
AAPL,Sell,100,204.44,0.5,2025-08-27T15:39:00.000Z,Filled
AAPL,Sell,100,203.72,0.5,2025-08-27T15:53:00.000Z,Filled
SPY,Buy,80,560.94,0.4,2025-08-27T17:35:00.000Z,Filled
BTCUSDT,Sell,0.025,94086.44,0.35,2025-08-29T05:52:00.000Z,Filled
BTCUSDT,Sell,0.025,94271.42,0.35,2025-08-29T05:53:36.000Z,Filled
BTCUSDT,Buy,0.025,94687.61,0.35,2025-08-29T05:56:48.000Z,Filled
BTCUSDT,Buy,0.025,95011.32,0.35,2025-08-29T06:00:00.000Z,Filled
MSFT,Buy,100,417.52,0.5,2025-08-29T15:11:00.000Z,Filled
MSFT,Sell,100,419.9,0.5,2025-08-29T15:26:00.000Z,Filled
QQQ,Buy,80,495.32,0.4,2025-08-29T15:59:00.000Z,Filled
QQQ,Sell,80,498.64,0.4,2025-08-29T16:34:00.000Z,Filled
ETHUSDT,Sell,1,3027.47,0.45,2025-08-31T09:13:00.000Z,Filled
ETHUSDT,Buy,0.5,2995.35,0.25,2025-08-31T10:37:00.000Z,Filled
ETHUSDT,Buy,0.5,2978.05,0.25,2025-08-31T11:33:00.000Z,Filled
ETHUSDT,Buy,0.5,3072.22,0.25,2025-09-01T15:40:00.000Z,Filled
ETHUSDT,Buy,0.5,3078.98,0.25,2025-09-01T15:40:36.000Z,Filled
ETHUSDT,Sell,0.5,3094.19,0.25,2025-09-01T15:41:48.000Z,Filled
ETHUSDT,Sell,0.5,3106.03,0.25,2025-09-01T15:43:00.000Z,Filled
ETHUSDT,Sell,1.5,3039.69,0.68,2025-09-02T14:45:00.000Z,Filled
ETHUSDT,Sell,1.5,3044.61,0.68,2025-09-02T15:00:00.000Z,Filled
ETHUSDT,Buy,1.5,3055.67,0.68,2025-09-02T15:30:00.000Z,Filled
